Название,ID,Детальная картинка,Детальное описание,Минимальная цена,Рейтинг
Вал карданный 54105-2205011-10 ( Евро),14103,,Вал карданный 54105-2205011-10 ( Евро),14380,
Вал карданный 5410-2205011-04 (ср.мост.сед.тягач),14104,,Вал карданный 5410-2205011-04 (ср.мост.сед.тягач),10810,
Вал карданный 53366-2201006-01 передача кард. вала МАЗ 53366(бортовой 4*2),14105,,Вал карданный 53366-2201006-01 передача кард. вала МАЗ 53366(бортовой 4*2),32840,
"Вал карданный 53215-2205011-10, средний мост (модель -53215), передний мост (модель -65222), торцевой шлиц (Автомагнат)",14106,,"Вал карданный 53215-2205011-10 Применение: автомобили Камского автозавода -53215 (бортовой 6*4), после 2001г.в. (средний мост); -63501, -65117, -6560, -65222 (передний мост); -5325, -6540. Исполнение фланца: торцевой шлиц Длина, мм.: 1454+120 Производитель: Автомагнат",15241,
Вал карданный 53212-2205011-02 ср.мост (бортовой до 01.01.1993),14107,,Вал карданный 53212-2205011-02 ср.мост (бортовой до 01.01.1993),10810,
Вал карданный 53205-2205011-10 ср.мост,14108,,Вал карданный 53205-2205011-10 ср.мост,14380,
"Вал карданный 53205-2201011-10(Евро)(709, 4 отв)",14109,,"Вал карданный 53205-2201011-10(Евро)(709, 4 отв)",11490,
Вал карданный 5320- 2205011-03 сред.мост. бортовой,14110,,Вал карданный 5320- 2205011-03 сред.мост. бортовой,10810,
"Вал карданный 5320- 2201011-01 (724, 4 отв.) межосевй",14111,,Вал карданный 5320- 2201011-01межосевой,7120,
Вал карданный 500А-2201010-02,14112,,Вал карданный 500А-2201010-02,15050,
Вал карданный 4370-2201006 передача МАЗ-4370 и модиф. (Длинная база 4200мм),14113,,Вал карданный 4370-2201006 передача МАЗ-4370 и модиф. (Длинная база 4200мм),11630,
"Вал карданный 4320-2205010-01 ср.мост, Урал 4320-02 и модиф.,5557 (дизель)",14114,,"Вал карданный 4320-2205010-01 ср.мост, Урал 4320-02 и модиф.,5557 (дизель)",12050,
Вал карданный 4320-2203011 (1097+90) передний мост,14115,,Вал карданный 4320-2203011 (1097+90) передний мост,11490,
Вал карданный 4320-2201010-03 (821+90) задний мост,14116,,Вал карданный 4320-2201010-03 (821+90) задний мост,7120,
Вал карданный 43118-2203011-31 кпп а/м Камского автозавода (Автомагнат),14117,,Вал карданный 43118-2203011-31 кпп а/м Камского автозавода (Автомагнат),11490,
Вал карданный 43118-2203011-30 евро,14118,,Вал карданный 43118-2203011-30 евро,11490,
Вал карданный 43114-2205011,14119,,Вал карданный 43114-2205011,14370,
Вал карданный 43114-2203011,14120,,Вал карданный 43114-2203011,11490,
"Вал карданный 43114-2202011 для а/м Камского автозавода мод. -43114, -43118, УРАЛ-4320 (418+40) (Автомагнат)",14121,,"Вал карданный 43114-2202011 для а/м Камского автозавода мод. -43114, -43118, УРАЛ-4320 Параметры, мм: 418+40 Производитель: Автомагнат",10670,
Вал карданный 4310.2203011 (пер.мост),14122,,Вал карданный 4310.2203011 (пер.мост),7090,
"Вал карданный 4310-2205011-03 (727+90, 8 отверстий.) Автомагнат",14123,,"Вал карданный 4310-2205011-03 (727+90 мм., круглый фланец 8 отверстий)",14223,
Вал карданный 4310-2202011-02 (основной),14124,,Вал карданный 4310-2202011-02 (основной),9570,
Вал карданный 40810-4618050 Погрузчик Львов дизель,14125,,Вал карданный 40810-4618050 Погрузчик Львов дизель,2110,
Вал карданный 4014-4618018 Погрузчик Львов зад.карб.,14126,,Вал карданный 4014-4618018 Погрузчик Львов зад.карб.,2708,
Вал карданный 375-2205010-04 Урал-35ДМ1(средн.мост),14127,,Вал карданный 375-2205010-04 Урал-35ДМ1(средн.мост),12050,
Вал карданный 375-2203010-05 (1167+90) перед.,14128,,Вал карданный 375-2203010-05 (1167+90) перед.,6780,
Вал карданный 375-2202010-02 промежуточный (для всех а/м Урал),14129,,Вал карданный 375-2202010-02 промежуточный (для всех а/м Урал),10120,
Вал карданный 375-2201010- 06 (задний),14130,,Вал карданный 375-2201010-06 (задний),7120,
Вал карданный 2217-2200010-10 (нового образца),14132,,Вал карданный 2217-2200010 - 10 н/о,5750,
Вал карданный 131-2205011-03,14133,,Вал карданный 131-2205011-03,11010,
Вал карданный 131-2203011-01,14134,,Вал карданный 131-2203011-01,6880,
"Вал карданный 131-2202011-01, L=647mm",14135,,"Вал карданный 131-2202011-01, L=647mm",6880,
Вал карданный 131-2201011-01,14136,,Вал карданный 131-2201011-01,7120,
"Вал карданный 130В1-2200023-Б2 ЗИЛ(с гип. мостом , перед. 1890) короткий",14137,,"Вал карданный 130В1-2200023-Б2 ЗИЛ(с гип. мостом , перед. 1890)",11630,
Вал карданный 130В1-2200023-А2 ЗИЛ(2-ступ. моста),14138,,Вал карданный 130В1-2200023-А2 ЗИЛ(2-ступ. моста),11630,
Вал карданный 130 -2200023- Б2 ЗИЛ с гиппоид. мостом ( 2379 мм ) длин.,14139,,Вал карданный 130 -2200023- Б2 ЗИЛ с гиппоид. мостом ( 2379 мм ) длин.,11630,
Вал карданный 130 -2200023- А ЗИЛ( 2217+91 мм ),14140,,Вал карданный 130 -2200023- А ЗИЛ( 2217+91 мм ),11630,
Вал карданный рулевого управления 3307 -3401442 с/о,14141,,Вал карданный рулевого управления 3307 -3401442 с/о,1933,
YTW.97135.03.02 Вал карданный Газель 'NEXT'(короткая база),14142,,YTW.97135.03.02 Вал карданный Газель 'NEXT'(короткая база),7120,
TW.97135.04.02 Вал карданный Газель 'NEXT'(удлин.база),14143,,TW.97135.04.02 Вал карданный Газель 'NEXT'(удлин.база),7120,
53А-2200011-01 передача карданная Г53,14144,,53А-2200011-01 передача карданная Г53,9570,
331041-2200011 Передача карданная ГАЗ-33104 (удл.база),14145,,331041-2200011 Передача карданная ГАЗ-33104 (удл.база),11630,
33104-2200011 Передача карданная ГАЗ-33104,14146,,33104-2200011 Передача карданная ГАЗ-33104,11080,
"33097-2201010 вал карданный к а/м ГАЗ 3308, 3309 L=1350 мм",14147,,"33097-2201010 вал карданный к а/м ГАЗ 3308, 3309 L=1350 мм",6290,
3309-2200011-20 Передача .кард. к а/м ГАЗ3309,14148,,3309-2200011-20 Передача кард.к а/м ГАЗ3309,11630,
33081-2202010 Вал карданный ГАЗ-33081 полноприводный (4х4) с двигателем ММЗ Д-245.7 промежуточный (Автомагнат),14149,,Артикул: 33081-2202010 Вал карданный промежуточный Применение: ГАЗ-33081 полноприводный (4х4) с двигателем ММЗ Д-245.7 Бренд: Автомагнат,5227,
3307 -3401442 с/о Вал карданный рулевого управления,14150,,3307 -3401442 с/о Вал карданный рулевого управления,1916,
3307 -3401042 н/о Вал карданный рулевого управления,14151,,3307 -3401042 н/о Вал карданный рулевого управления,2297,
"33036-2203010-10 Вал карданный Переднего моста УАЗ 3741, 452 (5-ти ступая КПП)",14152,,"33036-2203010-10 Вал карданный Переднего моста УАЗ 3741, 452 (5-ти ступая КПП)",3610,
33036-2201010-10 Вал карданный Заднего моста УАЗ-31512 (5-ти ступая КПП),14153,,33036-2201010-10 Вал карданный Заднего моста УАЗ-31512 (5-ти ступая КПП),3340,
"33027-2201010 Вал карданный (длина, мм.: 968) (13.227.10.10) ГАЗ-33027 (Соболь) зад/перед, ГАЗ-23107 передний (полный привод 4х4) (Автомагнат)",14154,,"33027-2201010 Вал карданный (13.227.10.10) ГАЗ-33027 (Соболь) зад/перед, ГАЗ-23107 передний (полный привод 4х4) (Автомагнат) Длина, мм.: 968",3250,
330202-2200011 Передача карданная ГАЗ-3302 (удл.база 600мм),14155,,330202-2200011 Передача карданная ГАЗ-3302 (удл.база 600мм),5880,
3302-2202015-10 Перед.часть кард.вала ГАЗель нов.обр,14156,,3302-2202015-10 Перед.часть кард.вала ГАЗель нов.обр,3750,
3302-2202015 Перед.часть кард.вала ГАЗель ст.обр,14157,,3302-2202015 Перед.часть кард.вала ГАЗель ст.обр,3750,
3160-2203010 Вал карданный Переднего моста УАЗ 3160 'ХАНТЕР' ( 4-х ступая КПП),14158,,3160-2203010 Вал карданный Переднего моста УАЗ 3160 'ХАНТЕР' ( 4-х ступая КПП),3560,
3160-10-2201010-97 Вал карданный Заднего моста УАЗ 3160 (5-ти ступая КПП) ( аналог: 31601-220101,14159,,3160-10-2201010-97 Вал карданный Заднего моста УАЗ 3160 (5-ти ступая КПП) ( аналог: 31601-220101,3560,
31512-2201010-10 Вал карданный задн. моста УАЗ 469 Хантер (4х ступка),14160,,31512-2201010-10 Вал карданный задн. моста УАЗ 469 Хантер (4х ступка),3250,
